id_planta,descripcion,estado,fecha_alta,fecha_baja,fecha_ultima_modificacion,id_edificio,cod_dominio,id_usuario
4401,Planta Baja,A,2020-03-28 23:07:34,,2020-03-28 23:07:34,4371,2.16.840.1.113883.2.10.27,1
4404,Planta Baja,A,2020-03-28 23:10:26,,2020-03-28 23:10:26,4373,2.16.840.1.113883.2.10.27,1
4405,Primer Piso,A,2020-03-28 23:11:18,,2020-03-28 23:11:18,4373,2.16.840.1.113883.2.10.27,1
4406,Planta Baja,A,2020-03-28 23:17:13,,2020-03-28 23:17:13,4374,2.16.840.1.113883.2.10.27,1
4409,Planta Baja,A,2020-03-29 13:00:22,,2020-03-29 13:00:22,4376,2.16.840.1.113883.2.10.27,1
4410,Primer Piso,A,2020-03-29 13:01:09,,2020-03-29 13:01:09,4376,2.16.840.1.113883.2.10.27,1
4411,Segundo Piso,A,2020-03-29 13:01:46,,2020-03-29 13:01:46,4376,2.16.840.1.113883.2.10.27,1
4414,Segundo Piso,A,2020-03-29 13:04:32,,2020-03-29 13:04:32,4377,2.16.840.1.113883.2.10.27,1
4415,Primer Piso,A,2020-03-29 13:05:06,,2020-03-29 13:05:06,4377,2.16.840.1.113883.2.10.27,1
4416,Planta Baja,A,2020-03-29 13:05:48,,2020-03-29 13:05:48,4378,2.16.840.1.113883.2.10.27,1
4418,Segundo Piso,A,2020-03-29 13:07:07,,2020-03-29 13:07:07,4380,2.16.840.1.113883.2.10.27,1
4421,Planta Baja,A,2020-03-29 13:09:06,,2020-03-29 13:09:06,4381,2.16.840.1.113883.2.10.27,1
4422,Planta Baja,A,2020-03-29 13:10:42,,2020-03-29 13:10:42,4382,2.16.840.1.113883.2.10.27,1
4423,Tercer Piso,A,2020-03-29 13:11:27,,2020-03-29 13:11:27,4382,2.16.840.1.113883.2.10.27,1
4424,Segundo Piso,A,2020-03-29 13:11:57,,2020-03-29 13:11:57,4382,2.16.840.1.113883.2.10.27,1
4425,Primer Piso,A,2020-03-29 13:12:18,,2020-03-29 13:12:18,4382,2.16.840.1.113883.2.10.27,1
4426,Primer Piso,A,2020-03-29 13:12:42,,2020-03-29 13:12:42,4383,2.16.840.1.113883.2.10.27,1
4427,Primer Piso,A,2020-03-29 13:13:14,,2020-03-29 13:13:14,4384,2.16.840.1.113883.2.10.27,1
4430,Segundo Piso,A,2020-03-29 13:15:30,,2020-03-29 13:15:30,4384,2.16.840.1.113883.2.10.27,1
40,.,A,2021-01-22 16:58:27,,2021-01-22 16:58:27,33,2.16.840.1.113883.2.10.27,136
142,.,A,2021-07-15 14:49:50,,2021-07-15 14:49:50,69,2.16.840.1.113883.2.10.27,76
38,.,A,2021-01-22 16:58:27,,2021-01-22 16:58:27,1794,2.16.840.1.113883.2.10.27,136
51,.,A,2017-10-11 17:27:58,,2017-10-11 17:27:58,7,2.16.840.1.113883.2.10.27,1
52,.,A,2017-10-11 17:27:58,,2017-10-11 17:27:58,441,2.16.840.1.113883.2.10.27,1
4551,PB,A,2021-05-13 08:23:06,,2021-05-13 08:23:01,4513,2.16.840.1.113883.2.10.27,1
4552,Piso 1,A,2021-05-13 08:23:06,,2021-05-13 08:23:01,4513,2.16.840.1.113883.2.10.27,1
4553,Piso 2,A,2021-05-13 08:23:06,,2021-05-13 08:23:01,4513,2.16.840.1.113883.2.10.27,1
4554,1er Subsuelo,A,2021-05-13 08:23:06,,2021-05-13 08:23:01,4513,2.16.840.1.113883.2.10.27,1
4555,2do Entrepiso,A,2021-05-13 08:23:06,,2021-05-13 08:23:01,4513,2.16.840.1.113883.2.10.27,1
4556,1er Entrepiso,A,2021-05-13 08:23:06,,2021-05-13 08:23:01,4513,2.16.840.1.113883.2.10.27,1
39,.,A,2021-01-22 16:58:27,,2021-01-22 16:58:27,6,2.16.840.1.113883.2.10.27,136
4660,.,A,2021-05-13 08:23:06,,2021-05-13 08:23:01,4514,2.16.840.1.113883.2.10.27,1
182,Planta baja,A,2021-08-13 11:11:06,,2021-08-13 11:11:06,109,2.16.840.1.113883.2.10.27,11
183,SEGUNDO PISO,A,2021-08-13 11:12:55,,2021-08-13 11:12:55,110,2.16.840.1.113883.2.10.27,11
262,PRUEBA,A,2023-09-25 15:02:33,,2023-09-25 15:03:35,1302,2.16.840.1.113883.2.10.27,356
162,.,A,2021-08-03 15:30:00,,2021-08-03 15:30:00,89,2.16.840.1.113883.2.10.27,76
122,PLANTA BAJA,A,2021-06-10 11:24:43,,2021-06-10 11:24:43,49,2.16.840.1.113883.2.10.27,136
123,PRIMER PISO,A,2021-06-10 11:24:52,,2021-06-10 11:24:52,49,2.16.840.1.113883.2.10.27,136
124,SEGUNDO PISO,A,2021-06-10 11:25:00,,2021-06-10 11:25:00,49,2.16.840.1.113883.2.10.27,136
125,PLANTA BAJA,A,2021-06-10 11:25:28,,2021-06-10 11:25:28,50,2.16.840.1.113883.2.10.27,136
126,PLANTA BAJA,A,2021-06-10 11:26:04,,2021-06-10 11:26:04,51,2.16.840.1.113883.2.10.27,136
127,PRIMER PISO,A,2021-06-10 11:26:12,,2021-06-10 11:26:12,51,2.16.840.1.113883.2.10.27,136
128,PLANTA BAJA,A,2021-06-10 11:26:22,,2021-06-10 11:26:22,52,2.16.840.1.113883.2.10.27,136
222,Consultorio 1,A,2022-02-09 13:49:41,,2022-02-09 13:49:41,149,2.16.840.1.113883.2.10.27,316
223,Consultorio 2,A,2022-02-09 13:49:59,,2022-02-09 13:49:59,149,2.16.840.1.113883.2.10.27,316
224,Consultorio 3,A,2022-02-09 13:50:23,,2022-02-09 13:50:23,149,2.16.840.1.113883.2.10.27,316
202,.,A,2021-10-13 15:14:31,,2021-10-13 15:14:31,129,2.16.840.1.113883.2.10.27,76
242,Planta baja,A,2022-09-27 14:20:48,,2022-09-27 14:20:48,169,2.16.840.1.113883.2.10.27,11
282,SUBSUELO,A,2025-01-06 12:08:45,,2025-01-06 12:08:45,105,2.16.840.1.113883.2.10.27,11
322,PRIMER PISO,A,2025-01-10 10:56:36,,2025-01-10 10:58:47,229,2.16.840.1.113883.2.10.27,11
323,PLANTA BAJA,A,2025-01-10 10:58:36,,2025-01-10 10:58:36,229,2.16.840.1.113883.2.10.27,11
